Name,Purchase Date,Product,Price
jonES LINdA,2024-02-08,Laptop,512.08
brown MIChael,02-29-2024,Camera,735
smith KaREN,2024-01-05,Headphones,955.44
jOHnSOn SaRaH,2024-02-28,Camera,41.63
WILlIaMs JOhn,01-14-2024,Camera,365.63 EURO
jONES lINDa,01-10-2024,Headphones,745.89
BrOWn SARAH,16/01/2024,Phone,843
JOHnsoN MichaeL,25/01/2024,Phone,556 EURO
BRown karEN,2024/02/24,Headphones,537.31
BrOwN saraH,2024/02/10,Camera,832 EURO
JONEs kaREN,01-14-2024,Watch,583.37
JOHNson karen,20/01/2024,Laptop,797 USD
SMith kaReN,02-09-2024,Camera,990 EURO
WilliAMS mIchaEL,12/01/2024,Watch,752
JONeS lInDa,01-18-2024,Laptop,919.41 EURO
johNsOn mICHAel,2024-01-06,Laptop,542.51 EURO
wILLiAMs JOhn,2024-02-24,Laptop,419 EURO
bROwn sarah,02-28-2024,Watch,439.41
joHnsOn MiChaeL,11/02/2024,Headphones,633.57 USD
BRoWN LINdA,11/01/2024,Camera,76.13 EURO
WiLlIaMS sAraH,2024/01/10,Laptop,169.17
SmiTH johN,21/01/2024,Headphones,879 USD
smItH kaREn,2024/02/19,Camera,538
JOnES LinDA,2024-02-17,Watch,493.74
sMith LINdA,12/01/2024,Camera,552
JOhnSOn saRAH,02-07-2024,Headphones,717.45
JOhNSoN MicHaeL,02-04-2024,Laptop,941.31 EURO
sMItH JOHN,11/02/2024,Laptop,342.14
JonES jOhn,2024/01/22,Camera,470.25 EURO
WilLIAms JOHN,02-05-2024,Watch,627 USD
JohNSon SaRah,2024-01-17,Watch,56 USD
BrOwn SArah,2024/01/19,Watch,237.51 EURO
JOhNSon SArAh,19/02/2024,Camera,207
WILliaMs michAEl,2024/01/19,Laptop,418 USD
Smith sarAh,2024-01-01,Headphones,256.83 EURO
bRoWn SARaH,2024-02-02,Headphones,881.37 USD
JohnSOn mIchael,2024-01-27,Camera,482
WiLLIAms lIndA,02-16-2024,Camera,682 EURO
jOnEs MicHaeL,2024/01/28,Headphones,813
WILLIAMs lINdA,2024/02/10,Laptop,545 EURO
broWn kaREn,2024/02/23,Laptop,518 USD
JOnEs lIndA,2024-01-09,Camera,543 EURO
BrowN jOhn,2024/01/16,Headphones,716.16
BRown lindA,2024/01/09,Laptop,139
joNeS John,2024/02/21,Headphones,408.87 USD
joHNsoN LINDA,02-06-2024,Laptop,229
BrOwN sArAh,02-15-2024,Laptop,732.25 EURO
jOhnson SaRAh,24/02/2024,Camera,976
smItH MIcHAEL,27/02/2024,Headphones,108.36
joNeS kaREN,2024/02/25,Camera,434 USD
smiTh SArAh,02-19-2024,Headphones,106
JONES miChaeL,2024/01/08,Phone,872.82 EURO
wILlIAmS JOHn,01-05-2024,Camera,185.08
JoNeS lINDa,2024-02-26,Camera,337.68 EURO
BrowN MIchaeL,2024/01/19,Phone,911
jonES JoHN,2024-01-11,Headphones,472.77 USD
JohNsOn kAReN,15/01/2024,Headphones,685 EURO
jOHNsOn MiCHAEL,2024-01-31,Watch,590 EURO
BROWn kAREn,01-20-2024,Watch,680.66 USD
SmiTh JohN,16/02/2024,Headphones,101
jONEs SArah,2024-03-04,Watch,878
WillIaMs LiNDa,02/02/2024,Headphones,558
sMITH SaRah,01-15-2024,Headphones,953
wIlLiamS micHAEl,22/01/2024,Laptop,458.2
joHnson sArah,01-25-2024,Phone,631.61 USD
BROwn kAreN,16/01/2024,Laptop,688
bRoWn kaREn,03/01/2024,Phone,930.02 USD
smitH Karen,01-07-2024,Camera,224.55
jOnEs KAreN,03-04-2024,Headphones,579.95 USD
JoneS KarEn,2024-02-04,Watch,743
johnSon MicHAel,2024-02-24,Watch,727.3 EURO
Brown SArAh,02-14-2024,Watch,883.65 EURO
JOnEs LINdA,2024-01-23,Camera,427.27 USD
BROWN MIChAEL,2024/01/20,Phone,428.21 EURO
JOHnSOn JOHn,2024/02/14,Phone,297.42
wilLiAmS joHn,18/02/2024,Headphones,201 EURO
joHNSOn john,02-19-2024,Watch,801.36
JOhnsON KAREN,20/01/2024,Phone,389.44 USD
JoNeS lINDA,25/02/2024,Watch,963.25 USD
SMiTH JOHn,2024/01/08,Laptop,125.94 USD
SMith joHN,02-21-2024,Watch,723
WIllIAms JoHN,2024/01/15,Camera,209.58 USD
Williams LInDA,01-24-2024,Camera,698.49 EURO
wiLliAmS LINDA,2024/02/15,Phone,240
JOHNsOn joHN,19/01/2024,Phone,561.27 EURO
WilLiaMS sarAh,02-11-2024,Laptop,424.06
bROwn KareN,10/02/2024,Headphones,738
SmiTh KaReN,2024-02-17,Watch,456 EURO
smith mICHAel,10/02/2024,Laptop,811.45
williaMS MIChaEl,01-13-2024,Camera,630.99
JoHnsoN LIndA,2024-02-24,Camera,317
jOHnsoN sARaH,01-15-2024,Phone,514.78 USD
sMIth sARAh,2024/02/12,Headphones,748 EURO
smitH liNdA,23/01/2024,Phone,412.81
jOHNson JOHN,2024/01/10,Watch,360
joHNSoN MicHaEL,2024-01-04,Laptop,45.48 EURO
WIllIaMs SaRaH,25/01/2024,Phone,678.93
JohnSon MIchAel,2024-01-10,Phone,765
jOHNSon SaraH,2024/02/12,Watch,624.64 USD
johnSOn KAReN,2024/02/23,Watch,370.05
smItH sARah,2024-02-06,Laptop,249.74 USD
smith mIChaeL,01-18-2024,Headphones,895.9 EURO
BROWN MIcHAel,2024-01-07,Phone,217
SMITh KarEN,2024/02/10,Watch,969 EURO
wILLiAms SaraH,01/03/2024,Laptop,555.47
BrowN LiNda,2024/02/13,Laptop,912.32
jOHnSon saRAh,2024/02/03,Phone,567
sMItH LINDA,03/02/2024,Headphones,909.16 USD
WILliAMs KaReN,2024/01/23,Headphones,67 USD
WilLiAMs saraH,02-29-2024,Camera,340.32 EURO
wiLlIaMS kARen,15/02/2024,Camera,89 EURO
joNEs miChaeL,01-16-2024,Headphones,105.14 USD
SMITh kARen,02-13-2024,Headphones,354 EURO
wiLlIAms sAraH,06/01/2024,Headphones,68.49
WilLIAms jOhN,04/03/2024,Phone,416
wiLlIaMS miChAel,10/01/2024,Camera,473
sMIth LiNDA,13/02/2024,Camera,711 EURO
wilLiAmS MIcHaEl,10/01/2024,Camera,223.82
WiLLIAMs karen,2024/01/25,Laptop,387
JonEs johN,01-14-2024,Headphones,398 EURO
williAMs SaRaH,2024-01-28,Laptop,57 EURO
smitH kAREn,2024-03-04,Camera,921.62
joNeS LINda,2024/01/31,Watch,858.93
jOnes jOhn,03/02/2024,Watch,466 USD
BroWn Linda,2024/01/06,Phone,925.05
willIams john,2024-02-24,Camera,263.16
bROwn lindA,2024/01/07,Camera,331.72 EURO
BrowN joHN,2024/02/27,Watch,241
jones LiNDa,2024-01-31,Watch,211.01
WiLLIAMS JOhN,07/02/2024,Watch,279
sMitH MIchaEl,2024/01/01,Phone,23.57
BrOWn mICHaEL,03/01/2024,Laptop,583
jOHnsON Linda,2024/01/14,Phone,182 EURO
JoHNsoN jOHN,01-17-2024,Headphones,719.67
WilLIAMs karEn,2024-02-23,Headphones,256
smiTH mICHAEl,2024/01/20,Phone,367 USD
WilliaMs KaRen,25/02/2024,Phone,757 USD
jOhnSoN john,2024/02/18,Phone,572.33 USD
JohNson MicHaeL,05/02/2024,Laptop,132
smITh MicHael,2024-02-23,Phone,78.64 USD
bRowN SaraH,2024-01-01,Laptop,187 USD
jONeS KarEN,2024/02/14,Phone,823 EURO
SmITh SARaH,02-09-2024,Phone,236.73
sMiTh johN,09/01/2024,Headphones,286 USD
SmitH KaReN,01-12-2024,Laptop,514.93
BrOwN KAren,2024/03/01,Laptop,484 EURO
browN joHn,01-29-2024,Headphones,507 EURO
sMItH kaReN,2024/02/28,Camera,105
JOHnson SAraH,16/01/2024,Headphones,731
smIth MiChaeL,2024-01-17,Watch,659.22
williaMs kareN,2024/01/24,Watch,773
wIlLiAmS LiNda,19/02/2024,Camera,889.46 EURO
SmItH MiCHaEl,2024/02/10,Phone,678 EURO
smitH mIcHAEL,2024/02/20,Phone,500 USD
JOneS jOhN,2024/02/27,Headphones,367 USD
jOHNson MicHaEl,01-26-2024,Phone,430.41
WILlIams mIChaEL,2024/01/18,Headphones,59.27 USD
BROWn SArah,02-26-2024,Camera,293.63 EURO
wILLiAmS liNda,18/01/2024,Watch,254.5
joHnsOn JoHN,2024-03-03,Camera,39.4
smiTH MIcHAEl,01-12-2024,Phone,117 EURO
JOhNSon LINda,01-26-2024,Watch,103 EURO
brOwn jOHN,2024-02-04,Headphones,934.19
WILLIAmS LInda,01-02-2024,Phone,681.0
WiLliams JOHN,2024/03/02,Watch,44.31 EURO
SmitH mIcHAEL,02-20-2024,Phone,402 USD
jOHnSOn liNDA,02-01-2024,Camera,762
WILLiAms JOHn,2024-03-03,Headphones,839 EURO
jOHnsON saraH,2024/02/01,Phone,603
sMith lInda,2024/02/24,Headphones,640.61 EURO
jones KarEN,01-14-2024,Camera,990 EURO
JoNes SarAH,2024/01/08,Watch,954.03 USD
joNeS sarAH,2024/01/28,Camera,965 EURO
SMITh lInDA,2024/01/15,Phone,515 USD
BrOwn SaRAH,21/01/2024,Laptop,264.0 USD
brOWN lindA,16/01/2024,Camera,928 USD
WillIAMS LiNda,01-02-2024,Camera,454.43 USD
bRowN SaRaH,2024-01-12,Laptop,105.02 USD
wiLLIAms lINdA,2024-01-11,Headphones,396 USD
BroWN JoHn,01-20-2024,Watch,545.86 USD
joneS KarEN,2024/01/11,Camera,456.41
BRoWn MICHaeL,23/02/2024,Phone,316.99
WiLLiAMs SArAH,03/03/2024,Camera,629
jOhNsON miCHaEL,2024-02-14,Phone,115
SMItH mICHaEl,2024/03/03,Phone,997.72 USD
smiTh SaRaH,2024-01-26,Camera,963
SMItH MicHaeL,02-01-2024,Headphones,993.71
broWn LINDA,02-01-2024,Camera,319.0 USD
BRown KARen,02-26-2024,Laptop,188 EURO
JoHnSON mICHaEl,25/02/2024,Watch,473.07
jOhnSoN jOhn,2024/02/13,Camera,168 EURO
JOneS SARaH,01-28-2024,Headphones,417 USD
smiTH SARAh,2024/01/23,Watch,600
JOHNson joHn,2024/02/18,Laptop,514.65 EURO
WilLIaMS KAreN,02-20-2024,Laptop,276.23
WiLLiaMs JohN,2024-02-19,Phone,341.56 EURO
jOhnsOn sARaH,2024/01/24,Camera,387.15
sMitH SaRAH,16/01/2024,Watch,182.62 USD
JoNEs LinDA,2024-01-13,Headphones,565.12 USD
joNES KarEn,2024-02-07,Camera,695
SmitH joHn,14/02/2024,Watch,531.12 USD
johNSOn saRah,02-22-2024,Camera,424.49
jOHnSOn karen,2024-02-05,Headphones,592.52 EURO
bROWn john,2024/01/19,Headphones,326.83
JONES KAReN,28/01/2024,Camera,791 EURO
WIlLiaMS kArEN,07/02/2024,Phone,54 EURO
BRoWn LInDA,06/02/2024,Laptop,568.23
wIlLiAMS miCHaEl,2024/01/01,Headphones,776 EURO
browN SArah,01-18-2024,Watch,678
WIlliAMS sARah,01-19-2024,Camera,522.18
JonEs SARah,2024-01-21,Headphones,616.7
brOwN KareN,02-15-2024,Laptop,926 EURO
smIth MICHaEl,09/02/2024,Headphones,258 USD
JOnes joHn,2024/02/14,Watch,597.0
SMith KAReN,02-20-2024,Phone,318
joNES kAReN,2024-01-05,Phone,296
wILLIAms kAReN,2024/02/18,Laptop,905 EURO
WIlliAMs liNDa,01-18-2024,Camera,227.87 EURO
JoNEs SARaH,2024/02/20,Watch,191 USD
JOhnSon mIcHAEL,03/02/2024,Watch,831.39
SmITh liNdA,02-03-2024,Phone,479 USD
jOneS kARen,2024/01/29,Watch,663 USD
wIllIamS miChaeL,09/01/2024,Camera,689 USD
JOhnson LINDa,2024-02-16,Camera,711 EURO
jOneS LinDa,08/01/2024,Camera,795
jONEs sArAH,02-27-2024,Headphones,480
JonEs linDA,2024/01/23,Laptop,219 USD
WilLIAMS sArAH,2024/02/27,Phone,969.62
JoNes john,02-07-2024,Phone,474.42
jones MIchAEl,2024-02-24,Laptop,312.99
SMitH karen,2024-02-06,Headphones,275.33
wIlLiAMS micHAEl,2024-02-12,Headphones,561
broWn LINdA,18/02/2024,Phone,686 EURO
jOHnSON joHn,03-03-2024,Laptop,30.63 USD
broWN saRAh,02-24-2024,Headphones,904
JOhnSoN SaRaH,2024-01-17,Camera,120.64
wilLiAMS KareN,2024/01/13,Camera,592 EURO
joHNsoN joHn,2024-03-03,Watch,822.81 USD
Jones mIChaEL,2024-03-03,Watch,269.01
WillIams JoHn,28/02/2024,Headphones,296
jOnES JOhn,02-22-2024,Watch,958.74 EURO
WiLliamS kArEN,2024/01/15,Phone,188.43 EURO
jOnes LiNdA,2024/01/10,Watch,857
smItH KARen,11/02/2024,Watch,394 EURO
BRown mIchAEL,2024-03-01,Camera,762.38 EURO
JOHnSoN jOhn,2024/01/06,Laptop,292
wilLIAmS KArEn,2024-02-02,Laptop,897.91
JOhnsON kArEn,01-23-2024,Watch,712.43
BrOwn JoHn,2024/01/02,Camera,105.46 EURO
johNSON mICHael,2024/02/05,Headphones,857.38 USD
JoNEs JOhN,02-05-2024,Camera,447 USD
sMITh Karen,2024-02-17,Phone,382.5 EURO
jOhNson liNDa,02/02/2024,Camera,123.65
smiTh JohN,2024/02/19,Phone,584
brown SAraH,2024/02/06,Laptop,630 USD
jOhnsoN MiChaeL,01-13-2024,Phone,368.84 EURO
SMiTH SaraH,01-06-2024,Headphones,246 USD
SmItH MicHAeL,09/02/2024,Laptop,26.17 USD
JOnES Linda,2024/01/28,Watch,880.94
BROwN MIcHAEL,2024-01-17,Watch,75 USD
WilLIaMs KaRen,06/02/2024,Headphones,890
WILlIAMs LInDA,02/03/2024,Watch,249
jOhnSon LInDa,2024-02-28,Laptop,239
SmIth JOhN,18/02/2024,Laptop,756.15 EURO
wILliAmS linDa,2024/02/24,Watch,906
jonEs jOHn,2024/02/24,Camera,945.8 EURO
BROwN micHAeL,01-10-2024,Laptop,394.66 EURO
BROwn liNDa,02/03/2024,Watch,66
bROwn LINdA,2024/03/04,Phone,477.07
SmitH lindA,2024-02-04,Laptop,227
wILLiAmS Linda,02-03-2024,Headphones,563 USD
JOhnSON john,10/02/2024,Headphones,333.78 EURO
BRowN sarAH,02-13-2024,Watch,301
JoNeS Karen,01-26-2024,Laptop,223.64 USD
brOwN micHAEL,2024/02/09,Phone,58.2
JOhnsON JOHn,01-17-2024,Phone,43.19
JoNEs MIChaEL,2024-01-27,Phone,819 USD
WilliaMS MIChAeL,2024/01/02,Watch,297.01
jOhNSon MICHAel,02-09-2024,Watch,271
jONes john,2024-02-21,Watch,269 EURO
jOhnsOn JOHN,05/01/2024,Laptop,730 EURO
joNeS liNDA,17/02/2024,Headphones,762 USD
joHNsON SaraH,2024-01-23,Headphones,934.44 USD
SMiTh lINDA,09/02/2024,Phone,152.64 EURO
smiTH LInDa,12/01/2024,Headphones,770 USD
BROwN KArEn,02-29-2024,Headphones,946.67 USD
JohnSon LiNdA,2024-01-10,Watch,873 EURO
bRoWn lINdA,01-01-2024,Watch,244 USD
JoneS kAreN,2024/02/23,Laptop,168 USD
jONeS kArEn,03/02/2024,Camera,978.76
SmiTH KAren,2024/02/27,Watch,736
willIamS jOhn,2024-01-23,Phone,33
SMiTH MicHAel,2024-01-25,Laptop,533 USD
wIlliaMs JoHN,2024-01-09,Phone,146.32 USD
JOnes jOhN,05/01/2024,Camera,887.48 EURO
jOneS kAREN,06/02/2024,Camera,33 EURO
bRoWN Linda,2024/02/10,Camera,768.11
sMITh kareN,03/03/2024,Laptop,894.8 EURO
WilLiamS KareN,01-09-2024,Headphones,409.95 USD
BROWn KarEN,01/03/2024,Phone,666.76 EURO
JoNES kArEN,02-20-2024,Headphones,942 USD
BROwn LiNda,01-14-2024,Phone,196
JonES KAren,02/02/2024,Laptop,742.92
WILLiams SaRAh,01-13-2024,Headphones,933.9 USD
wILliAMs SARAh,18/02/2024,Laptop,255.19 USD
smITh kAreN,2024/02/04,Camera,263
bROWn JOHn,2024/01/20,Headphones,558.33 USD
sMith jOhn,2024/01/29,Watch,699.52 EURO
JohnSOn SaRaH,16/02/2024,Camera,897
bRowN SArAH,2024-02-28,Camera,799 EURO
joNES SarAH,01-06-2024,Laptop,776
WiLlIAmS sARaH,2024/02/16,Headphones,862.75 USD
sMitH lIndA,02-03-2024,Headphones,51
wiLLIAMs SarAH,2024-01-10,Laptop,692.59
brOwN JohN,2024/01/27,Phone,581 EURO
joNES JoHn,2024-01-21,Laptop,195.48 USD
bROWN KAren,2024/01/23,Laptop,859
sMith MiChAel,15/02/2024,Camera,632.31 USD
joHNsoN michaEL,2024-01-11,Camera,459.44 USD
SmitH John,2024/02/21,Camera,595 USD
BROwN saRAh,2024-02-18,Laptop,429.2
joNeS saRah,04/02/2024,Laptop,963.54 USD
JOHnSoN liNdA,02-03-2024,Watch,652.22
sMIth jOhn,02-23-2024,Camera,745.32 USD
JonEs mICHaEl,04/03/2024,Laptop,289
smiTH kARen,2024/01/18,Headphones,622 USD
JohnSoN LInDa,2024-01-06,Camera,462.31 EURO
WiLliAmS KAren,2024-02-08,Laptop,572
SMitH karen,2024-01-24,Camera,213
jOHNsOn MicHaEL,01-10-2024,Watch,832.43
JoNeS KaREn,01-04-2024,Camera,450
jOnES SarAH,12/02/2024,Watch,678 USD
bROWN linDA,02/03/2024,Laptop,434 USD
WIlliams JoHN,2024-02-01,Laptop,777.11 EURO
joNES joHn,2024-01-23,Watch,968
SMitH LInDA,01-21-2024,Watch,495
sMIth MIChaEL,2024/01/27,Laptop,310.11 EURO
BROWN KAren,2024/01/15,Phone,356.02
WilliAMS LINda,2024-02-18,Camera,349
JoNEs LINDA,2024/01/04,Watch,19.45
JohNsOn karEN,2024/01/01,Phone,231
jonES LinDA,21/01/2024,Camera,758
JonEs KAReN,2024/02/26,Laptop,581
WILLiAms kAREN,01/01/2024,Headphones,601.81
sMitH LiNda,2024-02-21,Headphones,942.82
wILlIAmS mIcHael,2024/02/20,Camera,554 USD
sMiTH joHn,2024-01-24,Camera,921.64
joHNSON linda,01-13-2024,Camera,557.25 EURO
WilLiamS SAraH,02-02-2024,Watch,482.58 EURO
JoNES jOHn,02-01-2024,Watch,517 EURO
smiTH kareN,2024/01/23,Phone,862 EURO
broWN JOHn,11/01/2024,Laptop,239 EURO
JoHNSON micHAEl,01-03-2024,Watch,548.27
smITh LInDa,02-28-2024,Camera,472.5
brOWN kArEN,2024-02-25,Laptop,232.7 EURO
JonEs SARah,01-06-2024,Phone,465 EURO
jOHNson joHn,2024-03-02,Watch,496
smITh SarAh,15/02/2024,Camera,911.46
broWn john,27/01/2024,Laptop,533.95 USD
jOHnson MICHaEl,2024-02-23,Phone,421
WIlLIAmS mIcHaeL,2024/02/15,Watch,806.76
JoHNSOn LInDA,2024/01/10,Laptop,846 USD
SMiTH LiNDa,2024/02/05,Headphones,876 EURO
bRoWn MiChAEL,2024/02/28,Laptop,858 USD
willIAmS karen,2024/02/21,Watch,764 EURO
BRowN SArAH,2024-02-02,Phone,148.87 EURO
smITH LiNdA,2024-02-27,Phone,934
jOnES jOHN,2024-01-16,Watch,337.58
BrOwn lInDA,2024/01/10,Headphones,830.31
Jones sarah,2024/02/02,Phone,451.72 USD
jones micHAEl,13/02/2024,Camera,927 EURO
wILliamS MIcHAel,26/01/2024,Camera,473.13 USD
WiLlIaMS mIchaeL,2024-02-25,Laptop,767.24
JoHNsON sArAH,04/01/2024,Phone,396.96
JohNSOn SaRAH,2024/01/25,Headphones,163.55
wIllIAmS lINDa,2024/03/01,Watch,211.66 USD
SmIth SaRAh,02-01-2024,Watch,879 EURO
joNES sarAH,2024/02/13,Phone,885
JohNSoN MIchAEl,2024-02-15,Watch,27.32 USD
jones lInDa,2024-02-28,Watch,240.43
wIlLIAMS LinDa,2024/01/27,Watch,480 EURO
sMith joHn,01-18-2024,Camera,884.12 USD
wILLIAMs JOHN,14/02/2024,Phone,549.95 USD
joNES SARAh,2024/02/14,Camera,295
sMitH kArEN,2024/02/04,Laptop,354.9
sMITH SarAH,01-01-2024,Camera,246 EURO
WILLiAMs kARen,2024-02-17,Phone,98.5 EURO
brOWn KaReN,2024-02-04,Camera,235.09
bRowN jOHn,2024/01/11,Camera,433.23 USD
wilLiAms kAReN,02-03-2024,Laptop,994.22
jOneS jOhN,2024-02-01,Headphones,475.2 USD
jONeS SARAH,02-23-2024,Phone,725.23 USD
wILliaMs KAreN,02-01-2024,Camera,922 EURO
smItH john,01-13-2024,Laptop,778 EURO
WiLliaMs mIcHaeL,01-18-2024,Phone,272 EURO
broWN MicHAeL,2024/02/13,Laptop,732.15
bROwN MichAEl,02/01/2024,Watch,374
sMItH MiChael,2024-02-02,Camera,350.82
WiLliAMS miCHAEL,01-29-2024,Watch,614
jONeS KArEN,09/01/2024,Camera,106 EURO
JoNeS KaREN,2024/02/19,Watch,906
smITh liNDa,17/01/2024,Camera,938 USD
Brown MiChAel,2024/01/12,Laptop,346.39 EURO
wIllIAMs sArah,02-12-2024,Phone,710
wILliamS sarah,02-23-2024,Camera,270 USD
SMITH micHaeL,2024/02/25,Laptop,685.42 EURO
JOhNsOn SaRAh,02-25-2024,Headphones,926 USD
WILLIAms sArAh,01-03-2024,Headphones,226 USD
smIth LINda,01-21-2024,Laptop,354 EURO
SMITh saRAh,01-24-2024,Camera,262.94
wILLiams kAReN,2024-02-22,Headphones,154.01
sMith karen,21/02/2024,Laptop,799 USD
JoNeS saraH,2024/02/03,Headphones,116
jOnES johN,2024/02/15,Laptop,772 EURO
sMITH jOhn,2024/03/04,Laptop,102 USD
WiLLIAms MicHAEl,04/01/2024,Headphones,364.93
Jones miChaEL,2024/01/16,Laptop,168
JoHNSON KAren,2024-01-01,Watch,960 EURO
jONes michaEl,2024/02/22,Phone,276
smITh LINDA,2024/01/25,Watch,877 USD
johNson saRah,02-14-2024,Camera,64
wiLLiAmS JoHn,2024/02/10,Camera,644
WIlliAMS JohN,2024/02/01,Phone,751
BrOwn KaREn,01/01/2024,Headphones,96 EURO
WILLiaMs kAreN,2024-01-28,Camera,652.6
BrowN mIcHaeL,2024/02/10,Laptop,898
JOHnSOn jOhn,01-04-2024,Watch,503.18
sMiTh sARaH,2024-02-10,Phone,109.61 EURO
wILLiAMs jOhn,2024/01/26,Laptop,618.62 USD
JohNson JOHN,02-02-2024,Watch,119 USD
joHNSon john,27/01/2024,Headphones,496 EURO
sMiTH miCHaeL,01-13-2024,Laptop,506.39 EURO
Smith lInDa,20/01/2024,Watch,343
BrowN JoHn,01-29-2024,Camera,53.49 EURO
smitH LindA,03-04-2024,Headphones,404.19 USD
brOwN LInda,10/02/2024,Laptop,610 USD
bRoWN SArah,2024-01-07,Camera,719 EURO
jOHNSON sARah,01-25-2024,Watch,96
WIlliAms KArEn,03-03-2024,Camera,719 USD
JOhNsoN kArEn,02-25-2024,Camera,765 USD
WILLIAMS JohN,01-08-2024,Headphones,683.19 USD
Johnson joHN,2024-01-09,Laptop,969.85
joHNsOn kAReN,21/02/2024,Phone,10.05 USD
JOHNSoN JoHn,2024/02/03,Headphones,13.73
JoHNSOn KareN,01-28-2024,Phone,759.04
wilLIAMS SaRah,15/01/2024,Laptop,726 EURO
BRoWN MiCHAEL,02-04-2024,Headphones,785 USD
SmiTH KAREn,18/02/2024,Phone,754.34 EURO
browN saRah,01-01-2024,Headphones,352.18 USD
sMITh michAel,29/02/2024,Watch,949 EURO
bROWn kAReN,02-12-2024,Headphones,88.33
wIllIamS MiChAeL,09/01/2024,Headphones,306 USD
sMith lInda,27/01/2024,Laptop,333.64
joneS kaREN,31/01/2024,Camera,482.78 EURO
BRoWn SArAh,2024-01-08,Watch,180.47
SmItH kAREN,2024-01-01,Laptop,123.71 USD
BrOwN LIndA,02-26-2024,Watch,705.03
wiLLIams saRaH,2024-01-04,Headphones,124 EURO
wIllIAmS JohN,2024-01-27,Laptop,90 EURO
johnSOn SaRAh,2024-02-07,Camera,282 EURO
JOhNsOn LiNDa,14/02/2024,Phone,362.07 USD
BRown KArEN,2024/02/29,Laptop,661.42
sMItH SaraH,01-09-2024,Laptop,781
JohNsON SARAh,2024-02-23,Phone,102 EURO
JonES jOHN,2024/02/24,Phone,26.26
williaMS john,2024-02-08,Phone,836 USD
WiLLiamS karEn,2024/02/27,Laptop,540.17
joHnSON LINdA,2024/02/27,Phone,274.6 USD
wilLiaMs jOhN,30/01/2024,Laptop,495.11 USD
browN lINdA,2024-02-22,Watch,964.96 USD
brown sarah,01-02-2024,Laptop,956
JoNeS JOhn,2024-02-26,Laptop,676
BrOWn micHAeL,2024/02/15,Watch,538.27
WilliAMS LinDa,2024/03/01,Camera,793
smiTH SARAh,02-14-2024,Camera,451.58 EURO
JOHNsoN MIChAel,01-22-2024,Laptop,858 EURO
BrOWn mIcHAEl,06/01/2024,Headphones,960.39 USD
sMitH miChAEl,20/01/2024,Phone,404
wiLLIAms SArah,2024-01-01,Watch,217 USD
bROwN miCHaEL,2024-01-22,Laptop,121
WILlIAmS kaREN,03/03/2024,Phone,176 USD
wILLiaMS MIChaeL,2024-01-28,Phone,422 USD
JONeS kARen,2024/01/26,Watch,878.75
BrOwN KArEn,25/02/2024,Laptop,921
sMiTH lINdA,2024/02/04,Camera,49
joHNsOn John,02-02-2024,Camera,97.36 EURO
BrOwn KAREN,01-20-2024,Phone,854
JoNes miChaEl,02-20-2024,Phone,839.56
wiLLiAms saRAH,2024-01-18,Watch,247.94 EURO
joNeS KAREN,22/02/2024,Phone,717 USD
JoneS SAraH,04/03/2024,Laptop,271
JOHnSON joHN,2024/02/13,Phone,21.45
BRown LInDA,12/01/2024,Phone,346 USD
JONeS micHael,2024-02-13,Watch,147.46
JOhNson jOHN,17/01/2024,Phone,416 EURO
brOwn miCHAEl,08/01/2024,Phone,198.08
bRoWn MiChAEl,02-28-2024,Camera,337 EURO
WiLliaMS LINDa,2024-02-03,Camera,741.58 USD
BROwn mIcHaEl,2024-01-17,Headphones,581.01 USD
wIlLIaMS John,01-23-2024,Headphones,191.79
JOhnSon MicHaEL,01-15-2024,Camera,419
wilLIamS mIcHaEL,02-21-2024,Watch,403.97
bRown sARAH,2024/01/05,Watch,450.15 EURO
johNsOn JOhn,02-25-2024,Laptop,285
WillIaMs kaRen,02/01/2024,Headphones,208 USD
jOHNsON KAREn,2024-01-29,Headphones,28.0 USD
jonES mICHAEl,25/01/2024,Laptop,654
WILLIamS Karen,03-01-2024,Watch,941
Brown JoHn,03-04-2024,Phone,924.57 USD
wiLLiams sARaH,01-31-2024,Phone,331.31 USD
JoNes mIchAEL,01-29-2024,Laptop,739
joNes lInda,03/02/2024,Phone,755.79
WILlIaMs LInDa,31/01/2024,Phone,103 EURO
joNES sARah,2024/02/19,Watch,885.66 EURO
JONES MiChAeL,2024-01-19,Headphones,83
SmiTH JOHn,01-01-2024,Laptop,772
joHNson JOHN,01-22-2024,Phone,857.82
SMiTH kArEN,03-04-2024,Headphones,367.57
wilLiAms kaREN,2024-02-25,Watch,48 EURO
SmITh LInda,12/02/2024,Headphones,833.7
WiLLIaMS sarAH,2024/01/02,Laptop,784
SmiTH karEN,02-23-2024,Headphones,114 EURO
sMITH MIchAEL,08/02/2024,Watch,151.34
WilLiAMS jOHN,2024-02-26,Phone,782 EURO
BROWN kAREn,2024-01-14,Watch,356 USD
JoNeS MIchAeL,2024-01-08,Watch,793
smiTh kArEn,01-23-2024,Phone,541 EURO
SmIth johN,01-20-2024,Camera,219
JONeS kaReN,2024-02-11,Watch,21.09 USD
BRowN KAren,2024/02/22,Laptop,117.35
WIllIAMS MIChAeL,2024/01/14,Camera,506.59 USD
BRowN lINda,2024-01-07,Laptop,53
joNeS kAReN,2024/01/29,Headphones,175 EURO
WiLliaMs lInDA,08/02/2024,Camera,140
